Summary_name,Summary_url,Summary_Floor_No,Summary_No_Rooms,Summary_No_Bathrooms,Summary_Area_m2,Summary_Add_ID,Summary_Publishing_Date,Summary_Price_EGP,Summary_Seller_Type,Summary_Price_P_M
"شقة للبيع
Nasr City, Greater Cairo
91 M² 2 1
580,000 EGP",https://aqarmap.com.eg/en/listing/3133216-for-sale-cairo-nasr-city,2,1,91 M²,EG-3133216,5/1/2022,"580,000 EGP",Property Owner,"6,374 EGP/M²",
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
160 M² 3 3
1,160,000 EGP",https://aqarmap.com.eg/en/listing/3133193-for-sale-cairo-hlywbwlys-ljdyd-new-heliopolis,1,3,3,2022,SEMI_FINISHED,Main Street,160 M²,EG-3133193,5/1/2022
"Apartment with garden 116 m for sale in New capital - 5% DP -installments up to 10 years
كمبوند سين 7 - اكام, كمبوند بالعاصمة الادارية الجديدة
116 M² 3 2
2,366,352 EGP",https://aqarmap.com.eg/en/listing/3133173-for-sale-cairo-new-administrative-capital-new-capital-compounds-syn-7,Ground,3,2,2021,SEMI_FINISHED,Garden,116 M²,Apartment with garden 116 m for sale in New capital - 5% DP -installments up to 10 years,5/1/2022
"For sale - Apartments 170 M² Super lux in Ahmed Oraby St
شارع أحمد عرابي, المهندسين
170 M² 2 2
1,350,000 EGP",https://aqarmap.com.eg/en/listing/3133157-for-sale-cairo-el-mohandesen-shareaa-ahmed-orabi,5,2,2,1990,SUPER_LUX,Corner,170 M²,EG-3133157,5/1/2022
"Apartment 160 M² Fully Finished with AC 12 years installments
كمبوند ريفان - التعمير العربية للتطوير, كمبوند بالعاصمة الادارية الجديدة
160 M² 3 2
3,150,000 EGP",https://aqarmap.com.eg/en/listing/3133166-for-sale-cairo-new-administrative-capital-new-capital-compounds-kmbwnd-ryfn-lt-myr-l-rby-llttwyr,3,3,2,2023,EXTRA_SUPER_LUX,Garden,160 M²,Apartment 160 M² Fully Finished with AC 12 years installments,5/1/2022
"Apartments For sale in El Batal Ahmed Abdel Aziz - D172
البطل أحمد عبد العزيز, الدقي
290 M² 6 2
2,500,000 EGP",https://aqarmap.com.eg/en/listing/3133178-for-sale-cairo-dokki-el-batal-ahmed-abd-el-aziz,3,6,2,1999,SEMI_FINISHED,Main Street,290 M²,EG-3133178,5/1/2022
"شقة للبيع
Ain Shams, Greater Cairo
120 M² 3 1
520,000 EGP",https://aqarmap.com.eg/en/listing/3133205-for-sale-cairo-ain-shams,1,3,1,120 M²,EG-3133205,5/1/2022,"520,000 EGP",Property Owner,"4,333 EGP/M²"
"شقه للبيع بشاطئ الصفا الاسكندرية
Hamad Agami St., Kafr Tuhurmos
130 M² 2 1
230,000 EGP",https://aqarmap.com.eg/en/listing/3133200-for-sale-cairo-faisal-kafr-tohormos-hamad-agami-st,5,2,1,130 M²,EG-3133200,5/1/2022,"230,000 EGP",شقه للبيع بشاطئ الصفا الاسكندرية,"1,769 EGP/M²"
"شقه للبيع 265 متر في شيراتون المطار داخل كمبوند هليوبوليس روك
Gesr Al Suez St., Merryland
265 M² 4 2
4,000,000 EGP",https://aqarmap.com.eg/en/listing/3133198-for-sale-cairo-heliopolis-merryland-gesr-al-suez-st,6,4,2,265 M²,EG-3133198,5/1/2022,"4,000,000 EGP",شقه للبيع 265 متر في شيراتون المطار داخل كمبوند هليوبوليس روك,"15,094 EGP/M²"
"شقه في كمبوند الخمايل الشيخ زايد أمام هايبر وان من المالك إستلام فورى
El Sheikh Zayed City, Greater Cairo
152 M² 3 3
1,350,000 EGP",https://aqarmap.com.eg/en/listing/3133196-for-sale-cairo-el-sheikh-zayed-city,3,3,152 M²,EG-3133196,5/1/2022,"1,350,000 EGP",Property Owner,"8,882 EGP/M²",
"بيع شقه
Faisal, Greater Cairo
120 M² 2 1
380,000 EGP",https://aqarmap.com.eg/en/listing/3133195-for-sale-cairo-faisal,2,2,1,120 M²,EG-3133195,5/1/2022,"380,000 EGP",Property Owner,"3,167 EGP/M²"
"لسرعة البيع شقه في دريم لاند
6th of October, Greater Cairo
130 M² 3 2
1,300,000 EGP",https://aqarmap.com.eg/en/listing/3133194-for-sale-cairo-6th-of-october,7,3,2,130 M²,EG-3133194,5/1/2022,"1,300,000 EGP",Property Owner,"10,000 EGP/M²"
"شقه فى اخر فيصل موقع متميز
Faisal, Greater Cairo
240 M² 3 2
1,400,000 EGP",https://aqarmap.com.eg/en/listing/3133186-for-sale-cairo-faisal,2,3,2,240 M²,EG-3133186,5/1/2022,"1,400,000 EGP",Property Owner,"5,833 EGP/M²"
"للبيع
Nasr City, Greater Cairo
57 M² 2 1
400,000 EGP",https://aqarmap.com.eg/en/listing/3133184-for-sale-cairo-nasr-city,4,2,1,57 M²,EG-3133184,5/1/2022,"400,000 EGP",Property Owner,"7,018 EGP/M²"
"Apartments For sale in Zizinia El Mostakbal - ARDIC Development
زيزينيا المستقبل - أرضك للتطوير, كمبوند بمدينة المستقبل
141 M² 3 2
1,500,000 EGP",https://aqarmap.com.eg/en/listing/3133168-for-sale-cairo-new-cairo-lmstqbl-syty-compounds-zyzyny-lmstqbl-rdk-llttwyr,2,3,2,2021,SEMI_FINISHED,Garden,141 M²,Apartments For sale in Zizinia El Mostakbal - ARDIC Development,5/1/2022
"شقه للبيع
Gesr Al Suez St., Merryland
75 M² 2 1
2,700,000 EGP",https://aqarmap.com.eg/en/listing/3133180-for-sale-cairo-heliopolis-merryland-gesr-al-suez-st,4,2,1,75 M²,EG-3133180,5/1/2022,"2,700,000 EGP",شقه للبيع,"36,000 EGP/M²"
"شقة للبيع زهراء المعادى
Greater Cairo
156 M² 3 2
1,300,000 EGP",https://aqarmap.com.eg/en/listing/3133179-for-sale-cairo,2,3,2,156 M²,EG-3133179,5/1/2022,"1,300,000 EGP",Property Owner,"8,333 EGP/M²"
"Apartment for sale in New Capital Scene7 Compound -5 Years Installments
كمبوند سين 7 - اكام, كمبوند بالعاصمة الادارية الجديدة
144 M² 3 2
2,129,717 EGP",https://aqarmap.com.eg/en/listing/3133156-for-sale-cairo-new-administrative-capital-new-capital-compounds-syn-7,1,3,2,2021,SEMI_FINISHED,Garden,144 M²,Apartment for sale in New Capital Scene7 Compound -5 Years Installments,5/1/2022
"Apartments For sale in New Heliopolis
هليوبوليس الجديدة, هليوبوليس الجديدة
220 M² 4 3
1,969,000 EGP",https://aqarmap.com.eg/en/listing/3133142-for-sale-cairo-hlywbwlys-ljdyd-compounds-in-new-heliopolis,3,4,3,2022,SEMI_FINISHED,Main Street,220 M²,EG-3133142,5/1/2022
"للبيع شقه تمليك في فيصل المساحه ناصيه حلواني ايتوال وتوشيبا العربي
Faisal, Greater Cairo
120 M² 3 1
510,000 EGP",https://aqarmap.com.eg/en/listing/3133172-for-sale-cairo-faisal,,,,,,,,,
